Customer_ID,gender,Age,Near_Location,Partner,Promo_friends,Membership_type,Fitness_goal,Contract_period,Month_to_end_contract,Lifetime,Workout_with_friends,Personal_trainer_contract,Avg_class_frequency_total,Class_frequency_last_month,Avg_visits_total,Avg_visits_last_month,Attendance_trend,Days_since_last_visit,Avg_additional_charges_total,Satisfaction_score,Avg_workout_time,Preferred_workout_time,Churn
GYM00017,0,31,0-2km,1,1,standard,bodybuilding,1,1.0,0,1,0,3.3422611433294565,3.2062232230844008,7.58,4.67,37.4,1,11.975295259522357,3.5,80,afternoon_late,0
GYM00018,0,29,0-2km,0,1,standard,health,6,5.0,1,0,0,0.6644824749922384,0.6099452944797018,1.05,2.57,30.0,7,92.78741424476028,3.6,37,afternoon_early,0
GYM00019,0,30,0-2km,0,0,basic,bodybuilding,1,1.0,8,1,0,1.50707557553785,1.5787380483152962,1.51,4.61,7.9,1,97.80431525583174,3.2,67,morning,0
GYM00020,1,29,0-2km,1,1,standard,health,12,11.0,14,1,0,1.1413270096198054,1.1584545301683429,0.5,4.08,19.6,7,73.91754594762952,3.9,65,afternoon_late,0
GYM00021,1,29,2-5km,0,0,standard,bodybuilding,6,6.0,1,1,0,3.5635989884526174,3.479553072853101,7.54,10.64,-8.3,0,338.5968593027536,3.8,74,afternoon_early,0
GYM00022,0,30,2-5km,0,0,basic,health,1,1.0,3,0,0,0.6363818009615023,0.0,1.88,0.33,-29.7,25,153.19859377822274,1.0,28,morning,1
GYM00023,1,29,0-2km,0,0,premium,health,12,12.0,1,0,1,3.899715123776592,3.709854878880804,9.07,7.15,-0.5,5,100.15813043665086,4.8,68,night,0
GYM00024,1,32,0-2km,0,0,premium,bodybuilding,1,1.0,1,0,0,1.4206371562255409,1.0431012098788572,0.5,0.0,-44.4,29,276.0798821905471,2.3,60,afternoon_early,1
GYM00025,0,27,0-2km,0,1,standard,bodybuilding,6,6.0,6,1,0,3.393160619358797,3.2825153464860963,7.42,5.64,-8.1,3,179.55545728024344,3.7,59,afternoon_late,0
GYM00026,0,29,8-10km,0,0,standard,weight_loss,1,1.0,0,1,0,1.491187497274369,1.2468065037921203,0.51,0.0,-40.3,50,57.73000650327499,2.2,30,afternoon_early,1
GYM00027,0,29,0-2km,1,0,standard,health,6,6.0,5,0,0,3.311349561669348,3.2434118858397034,5.92,7.86,11.5,9,167.87521108842424,3.7,59,night,0
GYM00028,1,27,0-2km,0,1,basic,bodybuilding,6,6.0,3,0,0,0.8242833135958354,0.7957610492318434,0.64,0.8,18.0,3,31.805389694141468,3.0,64,afternoon_early,0
GYM00029,0,28,2-5km,0,0,standard,bodybuilding,1,1.0,15,0,0,1.4594094470402328,1.3203716289772194,3.56,2.36,1.8,5,242.3665005426245,3.7,65,morning,0
GYM00030,0,27,0-2km,1,1,standard,health,6,5.0,3,1,0,3.5115681790970164,3.528885687703054,5.8,9.04,28.6,7,159.1489236862274,3.4,62,morning,0
GYM00031,0,32,2-5km,1,0,standard,bodybuilding,1,1.0,1,0,0,1.7716919792557118,1.6878719123797667,1.9,4.6,13.7,2,44.67250817468889,3.9,73,afternoon_late,0
GYM00032,0,32,0-2km,0,0,standard,health,12,12.0,1,1,1,0.0,0.0,0.5,0.37,20.1,7,87.85613947441288,3.3,70,afternoon_late,0
GYM00033,0,32,0-2km,0,0,basic,weight_loss,12,12.0,3,0,0,2.374935353569161,2.2650888942452982,6.15,5.89,0.3,4,131.114586424149,3.7,56,morning,0
GYM00034,0,29,5-8km,1,1,premium,weight_loss,12,12.0,12,1,1,3.0835027485045474,3.137978891402041,6.54,7.16,29.8,4,208.9807514639272,4.2,71,night,0
GYM00035,0,26,8-10km,0,0,basic,health,6,5.0,4,0,0,1.6950063019979729,1.6781187218678733,0.62,4.09,19.3,0,243.51068017558129,3.1,36,night,0
GYM00036,0,33,2-5km,0,0,premium,weight_loss,12,12.0,11,0,1,0.5611384840428737,0.5659106205423078,0.5,2.27,32.4,11,188.59086256820493,4.4,81,afternoon_early,0
GYM00037,0,34,0-2km,0,0,premium,weight_loss,1,1.0,1,1,1,1.0699892680002354,1.0519945422537709,2.62,3.42,-6.2,6,65.74274262265584,4.7,77,morning,0
GYM00038,1,32,0-2km,0,0,standard,health,1,1.0,21,0,0,3.3723138038385403,3.3157149345500736,4.15,6.76,5.9,1,14.25472125783996,4.3,40,morning,0
GYM00039,1,25,2-5km,1,1,premium,bodybuilding,12,12.0,12,1,0,1.7949385766908976,1.716777789644885,2.6,5.1,-8.8,3,179.03883962297508,4.1,75,night,0
GYM00040,1,35,0-2km,0,1,standard,rehabilitation,6,6.0,0,1,0,1.270751504397165,1.2065910354788194,1.32,3.22,-3.1,1,233.2395478031676,3.8,46,afternoon_early,0
GYM00041,0,33,0-2km,1,1,premium,rehabilitation,12,12.0,5,0,1,2.9452379650144063,3.008917866863644,4.58,7.61,6.7,4,5.135184497156928,4.5,46,night,0
GYM00042,0,25,0-2km,1,1,basic,bodybuilding,1,1.0,1,1,0,0.8789498475034133,0.0092440811667241,0.5,0.0,-10.8,51,161.60734904259368,2.1,36,morning,1
GYM00043,0,36,0-2km,0,0,premium,weight_loss,12,12.0,1,0,1,2.046309893657255,2.0797042598139592,4.19,2.96,15.6,2,108.90944277802252,4.0,50,night,0
GYM00044,0,30,5-8km,1,1,premium,health,1,1.0,4,1,0,3.863329318623784,3.8082617008204727,7.49,5.5,3.2,2,261.7131880951677,4.0,55,afternoon_late,0
GYM00045,1,29,0-2km,1,0,standard,bodybuilding,12,9.0,4,0,0,3.0714307544217,3.112817956184608,3.81,6.77,26.1,3,332.4890410547644,3.7,71,morning,0
GYM00046,1,29,2-5km,1,0,standard,weight_loss,6,6.0,8,1,0,1.391037096478528,1.3544371854288566,3.98,1.66,-13.9,0,139.34952378010922,4.2,60,afternoon_early,0
GYM00047,1,26,0-2km,0,0,basic,health,1,1.0,0,0,0,0.8540792567085165,0.0,0.5,0.14,-39.6,13,54.18423621080765,2.2,29,night,1
GYM00048,1,33,0-2km,1,1,standard,weight_loss,6,6.0,3,0,1,3.373237583328313,3.3783911776787003,6.3,6.58,18.0,2,115.0991177252774,4.2,67,morning,0
GYM00049,1,25,0-2km,0,1,premium,health,1,1.0,12,0,0,2.915044970361457,2.8685849547070923,7.95,10.11,17.1,1,152.95423818790002,4.8,32,afternoon_late,0
GYM00050,0,27,0-2km,0,0,standard,weight_loss,6,6.0,12,1,0,2.288928344890015,2.2043292947378545,7.82,3.57,18.4,3,272.99718088898123,3.6,59,afternoon_late,0
GYM00051,1,33,8-10km,0,0,premium,weight_loss,1,1.0,6,1,0,1.8025185415587104,1.7216235470768095,4.75,4.99,-3.4,7,204.2615056608934,4.0,33,afternoon_early,0
GYM00052,1,29,8-10km,1,0,premium,weight_loss,1,1.0,0,0,1,1.6858228409402505,1.6617420771398794,5.72,2.51,3.5,1,373.066503119564,4.1,70,afternoon_early,0
GYM00053,1,30,5-8km,0,1,premium,rehabilitation,1,1.0,1,0,0,1.491547003063834,1.0592608497344491,2.58,1.1,-8.8,8,252.9156830285072,3.3,27,afternoon_late,1
GYM00054,0,24,5-8km,0,0,standard,health,6,4.0,6,0,0,3.0056564705977453,2.9871328008335536,5.78,8.02,38.6,5,1.754737156770652,3.6,32,night,0
GYM00055,0,23,2-5km,0,0,premium,health,12,11.0,3,0,0,0.0294275662078662,0.2131890921930141,0.5,0.0,2.2,6,34.972072319098174,4.0,31,afternoon_late,0
GYM00056,0,30,5-8km,1,1,basic,bodybuilding,1,1.0,4,1,0,1.8930153973176576,1.9009430377531884,4.27,2.95,20.4,5,194.6691783286323,3.4,81,afternoon_late,0
GYM00057,1,30,0-2km,0,0,premium,weight_loss,6,6.0,2,0,1,1.6869872332841584,1.7088797675468983,3.12,3.97,-1.7,12,134.4978468662896,4.1,91,afternoon_early,0
GYM00058,0,27,0-2km,0,0,basic,weight_loss,6,6.0,0,0,0,0.9964930166420368,0.0,2.08,0.0,-39.7,58,236.9158278764984,1.4,42,afternoon_early,1
GYM00059,1,28,0-2km,1,1,premium,bodybuilding,6,6.0,2,1,1,0.6335916085168876,0.7550997925776941,0.73,0.0,28.6,12,115.77487796084124,4.5,94,night,0
GYM00060,1,34,0-2km,1,1,premium,bodybuilding,1,1.0,10,0,1,0.0,0.0,0.5,0.7,12.6,9,166.862754236209,4.5,91,morning,0
GYM00061,0,28,0-2km,1,0,standard,health,1,1.0,2,0,0,1.0266105076125682,0.9604870154524944,0.5,1.43,-13.3,25,262.30956844586706,1.6,40,morning,1
GYM00062,0,32,0-2km,1,0,basic,weight_loss,6,5.0,6,0,0,0.8135614904122801,0.8746773672175823,2.23,0.67,19.6,5,55.77441782254436,2.8,42,morning,0
GYM00063,0,34,2-5km,1,1,standard,rehabilitation,6,6.0,2,0,1,0.0,0.0,0.5,0.0,19.6,18,72.64111198794714,3.6,48,morning,0
GYM00064,1,28,0-2km,0,0,basic,weight_loss,1,1.0,1,0,0,0.4250114097298257,0.6052465413331591,0.5,0.0,-58.1,38,42.16080904270572,1.5,28,afternoon_late,1
GYM00065,0,30,0-2km,1,0,standard,rehabilitation,6,6.0,2,0,1,2.9173741573753875,2.968503817781418,7.38,6.76,26.2,1,95.37852877345216,4.2,53,night,0
GYM00066,1,31,0-2km,1,1,basic,weight_loss,1,1.0,6,1,0,1.4245181139541172,1.0359563100429756,3.8,3.61,38.8,14,163.9731019398782,3.0,57,morning,0
GYM00067,0,28,0-2km,0,0,basic,bodybuilding,1,1.0,1,0,0,1.704473441832295,0.8869797239670347,1.91,0.0,-34.0,35,35.110895275635045,1.5,49,morning,1
GYM00068,1,30,2-5km,0,0,premium,weight_loss,1,1.0,3,0,1,2.8483272840904283,2.8631626362637617,6.36,8.74,-6.3,0,414.5433842898426,4.5,56,night,0
GYM00069,0,27,0-2km,0,0,standard,bodybuilding,1,1.0,1,0,1,1.0757009693441617,1.5809020013086426,2.38,0.38,-6.3,27,152.06524646464462,2.3,96,afternoon_early,1
GYM00070,1,27,8-10km,0,0,premium,bodybuilding,6,6.0,7,0,1,2.399736098485752,2.3397980647546905,5.12,4.76,1.0,4,122.33561541666757,4.0,90,night,0
GYM00071,1,27,2-5km,1,0,basic,bodybuilding,1,1.0,0,0,0,1.7193771214690177,1.340513652956493,3.64,0.25,-37.5,11,228.0719505992239,1.4,68,night,1
GYM00072,0,26,0-2km,1,1,premium,bodybuilding,12,11.0,0,1,0,1.0616442534670267,1.0272294821392989,0.5,1.77,-10.7,1,174.97805438258493,4.0,72,night,0
GYM00073,1,29,0-2km,1,1,standard,health,6,5.0,0,1,0,1.7258345652501248,0.8948147737986513,3.32,0.0,-53.9,36,134.56411185989518,2.0,47,afternoon_early,1
GYM00074,0,24,2-5km,0,0,basic,health,1,1.0,1,0,0,0.4650452286466966,0.0,0.5,0.0,-48.1,50,31.340568586282807,1.2,20,afternoon_late,1
GYM00075,1,24,2-5km,0,0,standard,health,1,1.0,2,0,0,1.7821071683054306,2.1269777129187504,2.95,6.21,-29.8,16,215.40890983725217,2.3,39,night,1
GYM00076,1,30,8-10km,0,0,basic,weight_loss,1,1.0,2,0,0,1.851313434533592,1.3633300281609189,0.56,3.59,-29.3,8,8.39841697871205,1.2,41,afternoon_early,1
GYM00077,1,30,8-10km,0,0,standard,health,1,1.0,2,1,0,0.8754402522144942,1.002298541581715,2.65,2.92,18.3,2,249.5130881367792,4.2,53,afternoon_late,0
GYM00078,1,32,0-2km,0,0,standard,bodybuilding,1,1.0,5,0,1,3.824978830624872,4.1000039575190055,9.27,7.76,17.1,14,241.08037796680668,3.3,91,afternoon_early,0
GYM00079,0,30,0-2km,1,0,standard,bodybuilding,6,6.0,4,1,0,1.5220966434730856,1.6244360306453711,5.25,0.45,12.2,2,68.78617060962523,3.7,67,afternoon_early,0
GYM00080,0,25,2-5km,0,0,standard,bodybuilding,1,1.0,12,0,1,3.4116349557496166,3.3417801704179326,7.27,4.49,29.1,2,277.7136524685851,3.6,103,afternoon_late,0
GYM00081,1,28,5-8km,1,0,standard,weight_loss,1,1.0,1,0,0,3.7154929789970073,3.907798981498432,8.14,6.14,36.4,4,132.144631872878,3.4,63,afternoon_early,0
GYM00082,1,26,2-5km,1,1,basic,weight_loss,6,6.0,7,1,0,0.6317305922219072,0.7020948185059079,0.5,2.78,-0.2,0,73.17954865693335,3.6,56,afternoon_early,0
GYM00083,0,24,0-2km,0,1,basic,weight_loss,1,1.0,0,1,0,0.2689192695010907,0.1026489785077283,2.69,0.0,-52.8,34,83.65564541127117,1.9,35,afternoon_late,1
GYM00084,1,23,0-2km,0,0,standard,weight_loss,1,1.0,1,0,0,1.7405804733781518,1.1353422739039891,5.86,0.0,-36.6,35,27.72516717934969,1.9,28,afternoon_late,1
GYM00085,0,28,0-2km,1,1,standard,health,6,5.0,5,1,0,2.946074825900828,2.9358866076199304,4.98,4.14,-13.5,1,287.83547410585294,4.1,45,afternoon_late,0
GYM00086,1,25,0-2km,1,1,basic,health,1,1.0,3,1,0,0.1187338755972613,0.0,0.5,0.0,-11.4,58,34.33285789841679,1.4,37,afternoon_late,1
GYM00087,1,30,2-5km,1,0,standard,rehabilitation,12,11.0,4,0,0,1.17374771802435,1.297812288876334,4.18,5.01,-1.8,3,251.4285935907357,3.3,38,afternoon_late,0
GYM00088,0,28,2-5km,0,0,standard,health,6,6.0,4,0,0,2.2465993825465067,2.3200048335825336,2.55,5.75,15.2,2,32.93942560366577,3.8,49,afternoon_early,0
GYM00089,0,26,5-8km,0,0,premium,weight_loss,1,1.0,0,0,0,2.370527312090504,2.6467698174213514,5.42,7.17,-53.7,27,123.69663367051903,2.2,49,afternoon_late,1
GYM00090,1,27,5-8km,1,0,basic,health,1,1.0,5,0,0,0.47477651870494,0.5025592116201367,3.1,1.79,15.4,2,22.33167910602752,3.0,48,morning,0
GYM00091,1,26,0-2km,1,0,premium,health,12,10.0,4,1,1,1.4940636354312635,1.3973639760045613,2.57,3.45,-12.9,10,28.737502094361183,4.4,66,afternoon_late,0
GYM00092,1,28,8-10km,0,0,standard,bodybuilding,1,1.0,6,1,0,2.191897557124226,2.1428509911826383,6.98,3.36,27.3,2,168.77758597340758,3.9,69,afternoon_early,0
GYM00093,0,28,2-5km,1,0,premium,bodybuilding,1,1.0,3,1,0,3.774787369574622,3.7568045419689895,10.56,6.59,37.5,2,340.3376306136844,4.8,82,afternoon_early,0
GYM00094,0,31,2-5km,1,1,standard,rehabilitation,1,1.0,1,0,0,2.484539409878816,1.380961289930868,4.71,0.8,-43.1,19,6.075928811888389,1.8,31,morning,1
GYM00095,0,21,2-5km,0,0,basic,bodybuilding,6,5.0,0,0,0,2.1754577652294564,1.3714960723553764,2.69,1.85,-45.8,17,232.9395501524931,1.9,60,night,1
GYM00096,1,25,0-2km,0,0,standard,rehabilitation,6,5.0,0,0,0,0.6698056577616651,0.363487178436626,0.5,0.22,-35.4,16,101.70260431483764,2.7,34,afternoon_late,1
GYM00097,1,30,0-2km,1,0,basic,weight_loss,6,6.0,3,1,0,2.9386727290689536,2.878774224056152,6.7,6.54,19.1,0,179.12385201927108,3.3,57,morning,0
GYM00098,1,31,0-2km,1,1,basic,weight_loss,6,6.0,6,0,0,1.0401576639009331,0.9848822199189222,0.5,1.51,-4.6,0,23.30183743832832,3.8,46,night,0
GYM00099,1,26,0-2km,0,0,basic,bodybuilding,1,1.0,0,0,0,1.3809212509032245,0.2700311708744477,2.61,0.0,-15.8,52,125.38696288946257,2.0,49,night,1
GYM00100,1,26,0-2km,0,0,basic,health,1,1.0,3,0,0,1.7469905991082242,1.0234742455518258,2.23,2.16,-49.1,15,31.121602708977328,2.1,26,afternoon_early,1
GYM00101,1,25,0-2km,0,0,basic,health,1,1.0,1,0,0,2.403919209995124,1.7781083831303015,6.94,0.0,-59.7,54,51.29686857062286,2.1,33,night,1
GYM00102,0,29,2-5km,0,0,basic,rehabilitation,1,1.0,0,0,1,1.0469816970769954,0.4700144165664834,0.5,0.0,-31.2,40,83.36584987362376,1.2,54,afternoon_early,1
GYM00103,0,33,0-2km,1,1,basic,bodybuilding,1,1.0,1,0,0,2.9117440133190686,2.944011414458372,7.69,5.12,-8.7,7,16.749150128407233,3.4,78,morning,0
GYM00104,0,26,0-2km,1,0,basic,weight_loss,1,1.0,2,0,1,1.2115879578486268,0.9747216937180944,3.4,2.24,-21.6,25,146.34070104575625,2.2,47,night,1
GYM00105,0,31,5-8km,0,0,standard,health,12,12.0,20,0,0,1.4514353286809352,1.4390183528850824,4.16,4.23,-5.8,5,29.41397013659436,3.3,53,afternoon_early,0
GYM00106,1,23,5-8km,0,0,standard,health,1,1.0,1,0,0,1.9281692678050049,1.5317336965826966,1.11,0.82,-15.0,10,181.45971578175823,2.3,45,night,1
GYM00107,1,28,0-2km,0,0,premium,weight_loss,1,1.0,2,0,1,1.0152798205075948,1.067772138388974,2.37,2.39,10.9,1,241.9959185318043,4.9,71,afternoon_late,0
GYM00108,0,34,2-5km,1,1,basic,bodybuilding,12,9.0,1,1,0,2.6427719703469594,2.492826314363076,7.18,4.97,16.1,0,114.96079547186244,3.1,86,afternoon_early,0
GYM00109,0,30,5-8km,0,0,premium,health,1,1.0,7,1,1,2.344395260080297,2.4936257662312507,6.22,3.21,-4.7,0,167.04449971423398,4.2,47,afternoon_early,0
GYM00110,0,29,0-2km,1,1,premium,health,12,12.0,6,1,1,2.275885466533244,2.531185530426696,5.01,6.87,-6.9,2,59.803126535668106,3.9,56,morning,0
GYM00111,0,27,0-2km,0,0,premium,bodybuilding,12,11.0,4,1,1,5.410054460060277,5.3684153086386734,16.11,8.23,19.7,0,234.7699295124091,4.4,98,morning,0
GYM00112,1,25,0-2km,0,0,premium,bodybuilding,1,1.0,2,0,1,0.9557186352995468,0.3658752226727858,2.37,0.0,-45.9,47,251.4583500319224,2.4,60,morning,1
GYM00113,0,29,5-8km,1,1,basic,rehabilitation,6,6.0,1,1,0,3.272647095890072,3.4071510162640744,7.76,9.31,6.2,0,88.90794258372078,2.9,40,morning,0
GYM00114,1,29,2-5km,1,1,basic,health,12,12.0,9,0,0,2.745098447042129,2.733828018761546,6.32,4.93,11.4,0,205.4779368486628,3.0,46,morning,0
GYM00115,0,32,2-5km,1,1,premium,bodybuilding,12,12.0,2,0,0,0.9275427880054106,0.9283259966866128,1.67,4.34,-2.4,1,258.6483831413877,4.2,74,morning,0
GYM00116,1,31,5-8km,1,0,standard,weight_loss,1,1.0,2,1,0,1.818105337256105,1.822569193691037,3.47,4.61,28.7,0,191.38688101892745,4.0,68,afternoon_late,0
GYM00117,1,33,2-5km,1,1,premium,health,6,4.0,2,1,0,1.6917685839133416,1.5514089576137582,6.25,2.29,36.7,0,131.59350534816556,4.3,27,afternoon_early,0
GYM00118,0,23,2-5km,0,0,basic,weight_loss,1,1.0,0,0,0,0.5569303101938249,0.7016431375555228,3.38,0.0,-36.2,38,59.16390792720026,1.6,43,night,1
GYM00119,1,32,10km+,0,0,basic,weight_loss,1,1.0,3,0,0,1.208335701472376,0.6964942377807813,2.7,1.83,-9.5,19,301.6247074768349,1.5,46,morning,1
GYM00120,0,30,0-2km,0,0,standard,bodybuilding,1,1.0,2,0,0,0.9923117660496328,0.6454407141065595,3.71,0.42,-11.5,28,114.79801858351584,2.6,48,afternoon_late,1
GYM00121,1,31,10km+,1,0,basic,weight_loss,1,1.0,1,0,0,0.9738344685858789,0.5502849081008999,3.37,0.0,-50.9,33,235.0992659938536,1.2,33,morning,1
GYM00122,0,25,5-8km,1,1,premium,health,1,1.0,1,1,0,0.4582555774679724,0.4465616442972493,1.61,2.51,-5.5,0,254.79803358463136,4.3,28,afternoon_late,0
GYM00123,1,32,0-2km,0,0,premium,weight_loss,12,10.0,2,0,1,2.3034199553453902,2.2840959269452235,4.52,4.62,11.3,8,231.3415397907338,4.0,57,afternoon_early,0
GYM00124,0,29,2-5km,0,0,premium,health,6,6.0,0,0,1,1.8729408918779231,2.0129160654935427,2.39,3.67,-31.1,22,138.79924403742478,2.6,44,morning,1
GYM00125,1,28,5-8km,1,0,premium,weight_loss,1,1.0,1,1,1,1.11028845707887,1.1744855327659098,2.17,1.92,3.8,0,162.55456456434447,4.0,79,morning,0
GYM00126,1,34,0-2km,0,0,standard,weight_loss,1,1.0,10,0,0,2.171613310156107,2.057809662003997,2.16,3.79,2.2,10,7.540132676980518,3.5,49,afternoon_late,0
GYM00127,1,33,10km+,1,0,standard,weight_loss,1,1.0,2,1,0,1.1623865758546,1.1713054369691651,0.73,1.96,8.7,1,85.16550229006472,4.0,67,morning,0
GYM00128,0,25,10km+,0,0,premium,rehabilitation,1,1.0,0,0,1,1.4034844635468628,2.463702782900136,2.31,3.05,-22.0,16,59.880380930851686,3.1,39,night,1
GYM00129,1,29,0-2km,1,0,standard,health,6,5.0,0,0,0,0.0,0.0,0.5,0.0,-55.4,28,291.7312753504424,1.7,39,morning,1
GYM00130,0,28,0-2km,0,0,basic,weight_loss,12,9.0,7,1,0,1.3528004355223553,1.316758784003043,1.63,1.37,24.1,3,5.865051308080439,3.2,64,night,0
GYM00131,1,28,0-2km,1,1,standard,health,12,12.0,4,0,0,0.9152334018950924,0.8502862985811935,0.68,0.0,35.9,13,243.8207002866404,4.2,57,night,0
GYM00132,1,32,0-2km,1,1,basic,health,1,1.0,0,1,0,1.7009807840654572,1.3408570516149736,4.38,0.0,-18.0,50,161.47406989868878,1.5,30,afternoon_early,1
GYM00133,0,34,0-2km,0,0,standard,rehabilitation,6,6.0,7,1,0,1.52040715790207,1.5413463311071198,2.86,1.78,-4.5,1,184.6931236973552,4.0,44,morning,0
GYM00134,0,27,0-2km,0,0,standard,bodybuilding,6,6.0,4,1,1,2.515823611144828,2.504537284981847,5.2,6.41,-10.2,5,227.86063342991784,4.2,92,night,0
GYM00135,1,26,5-8km,0,0,basic,health,1,1.0,6,1,0,0.7706409023809214,0.4472650318654215,0.5,0.0,-33.0,54,73.70488062420708,1.8,35,afternoon_late,1
GYM00136,1,33,5-8km,0,0,basic,weight_loss,1,1.0,9,0,0,3.46336356743842,3.5978630478792324,6.34,6.59,37.6,3,262.71747286475966,2.8,57,afternoon_early,0
GYM00137,1,32,0-2km,0,0,standard,weight_loss,1,1.0,2,0,0,1.0249496800378504,0.90651711898179,0.5,1.52,-15.0,15,96.91721282537708,1.7,38,afternoon_early,1
GYM00138,0,28,2-5km,0,0,standard,rehabilitation,1,1.0,6,0,0,0.4852549953585394,0.398128545468232,0.99,0.0,16.0,16,226.23141041910444,4.0,32,afternoon_early,0
GYM00139,0,29,0-2km,1,1,premium,bodybuilding,12,12.0,2,1,0,1.5870116110503345,1.5952250029862822,4.48,2.28,-7.1,2,10.804310442202306,4.8,61,afternoon_early,0
GYM00140,1,35,8-10km,1,1,premium,weight_loss,12,12.0,4,0,1,2.586389240078054,2.66129491918179,5.47,6.73,24.3,2,161.989847247568,4.7,56,morning,0
GYM00141,0,25,8-10km,0,0,standard,weight_loss,1,1.0,3,0,0,2.0866801872970435,2.207409810641474,5.77,6.95,29.7,14,322.65654787308245,3.3,59,night,0
GYM00142,1,30,0-2km,0,0,basic,health,6,6.0,3,0,0,2.0573506141918423,2.026214820457785,4.14,3.36,36.4,9,172.19943740262332,3.0,28,night,0
GYM00143,1,29,5-8km,1,0,basic,health,12,12.0,1,0,0,3.5215020511386634,3.3681368682113098,11.17,7.44,18.7,3,89.65779449812035,3.6,52,night,0
GYM00144,1,37,0-2km,1,0,premium,bodybuilding,12,12.0,5,1,0,1.208614381367461,1.2140854655564786,6.9,3.63,13.3,0,194.23515075203585,4.1,67,afternoon_late,0
GYM00145,1,36,0-2km,0,0,premium,rehabilitation,1,1.0,12,0,1,1.604291845573584,1.645825408314718,3.02,2.31,19.1,3,79.29361848882044,4.1,60,afternoon_late,0
GYM00146,0,22,0-2km,1,0,basic,weight_loss,1,1.0,3,0,0,1.8532676680184168,2.07571927954018,0.5,5.72,-8.1,18,66.70614985018169,1.3,35,afternoon_late,1
GYM00147,1,32,2-5km,0,0,basic,weight_loss,1,1.0,0,1,0,2.015868105616156,0.8723748441188264,6.61,0.0,-25.5,46,154.3411191967422,1.1,39,morning,1
GYM00148,1,32,8-10km,0,0,standard,rehabilitation,6,6.0,2,1,0,0.0535194304314057,0.0333105298965583,0.5,0.0,-0.8,10,264.7647420446215,3.2,33,afternoon_late,0
GYM00149,0,30,2-5km,1,0,standard,weight_loss,6,6.0,3,1,0,3.0416046203876617,3.110076817789317,8.41,8.71,20.0,2,208.80618511574767,4.3,52,afternoon_early,0
