Customer_ID,gender,Age,Near_Location,Partner,Promo_friends,Membership_type,Fitness_goal,Contract_period,Month_to_end_contract,Lifetime,Workout_with_friends,Personal_trainer_contract,Avg_class_frequency_total,Class_frequency_last_month,Avg_visits_total,Avg_visits_last_month,Attendance_trend,Days_since_last_visit,Avg_additional_charges_total,Satisfaction_score,Avg_workout_time,Preferred_workout_time,Churn
GYM00020,1,29,0-2km,1,1,standard,health,12,11.0,14,1,0,1.1413270096198054,1.1584545301683429,0.88,3.4,-5.6,6,73.91754594762952,3.7,43,afternoon_early,0
GYM00021,1,29,2-5km,0,0,premium,bodybuilding,6,6.0,1,1,1,3.5635989884526174,3.479553072853101,7.34,9.51,17.5,5,338.5968593027536,4.6,104,afternoon_late,0
GYM00022,0,30,2-5km,0,0,basic,health,1,1.0,3,0,0,0.6363818009615023,0.0,0.91,0.0,-75.0,49,153.19859377822274,2.1,36,afternoon_early,1
GYM00023,1,29,0-2km,0,0,premium,health,12,12.0,1,0,1,3.899715123776592,3.709854878880804,8.46,7.02,3.0,1,100.15813043665086,4.1,68,afternoon_late,0
GYM00024,1,32,0-2km,0,0,premium,bodybuilding,1,1.0,1,0,0,1.4206371562255409,1.0431012098788572,0.82,0.98,-34.5,12,276.0798821905471,3.1,50,morning,1
GYM00025,0,27,0-2km,0,1,standard,weight_loss,6,6.0,6,0,0,3.393160619358797,3.2825153464860963,7.39,5.9,14.6,4,179.55545728024344,4.2,55,afternoon_late,0
GYM00026,0,29,8-10km,0,0,standard,bodybuilding,1,1.0,0,1,0,1.491187497274369,1.2468065037921203,1.16,0.0,-12.3,20,57.73000650327499,2.6,50,morning,1
GYM00027,0,29,0-2km,1,0,standard,health,6,6.0,5,0,0,3.311349561669348,3.2434118858397034,6.01,7.64,4.6,1,167.87521108842424,3.6,40,afternoon_early,0
GYM00028,1,27,2-5km,0,1,basic,weight_loss,6,6.0,3,0,0,0.8242833135958354,0.7957610492318434,1.01,1.03,-8.2,1,31.805389694141468,3.2,51,afternoon_late,0
GYM00029,0,28,2-5km,0,0,premium,bodybuilding,1,1.0,15,0,1,1.4594094470402328,1.3203716289772194,3.19,2.54,-1.7,3,242.3665005426245,4.6,89,afternoon_early,0
GYM00030,0,27,0-2km,1,1,standard,health,6,5.0,3,1,0,3.5115681790970164,3.528885687703054,6.06,8.42,3.2,2,159.1489236862274,3.7,46,night,0
GYM00031,0,32,2-5km,1,0,standard,bodybuilding,1,1.0,1,1,0,1.7716919792557118,1.6878719123797667,2.99,4.24,-7.8,1,44.67250817468889,3.3,57,afternoon_late,0
GYM00032,0,32,0-2km,0,0,standard,health,12,12.0,1,1,0,0.0,0.0,0.1,0.22,-8.6,14,87.85613947441288,3.5,47,afternoon_early,0
GYM00033,0,32,0-2km,0,0,standard,weight_loss,12,12.0,3,0,0,2.374935353569161,2.2650888942452982,5.87,5.45,-6.5,2,131.114586424149,4.0,56,morning,0
GYM00034,0,29,8-10km,1,1,premium,weight_loss,12,12.0,12,0,1,3.0835027485045474,3.137978891402041,6.43,6.59,-0.8,2,208.9807514639272,4.8,75,morning,0
GYM00035,0,26,8-10km,0,0,standard,health,6,5.0,4,0,0,1.6950063019979729,1.6781187218678733,1.74,3.89,6.0,4,243.51068017558129,4.1,36,afternoon_late,0
GYM00036,0,33,2-5km,0,0,premium,weight_loss,12,12.0,11,1,1,0.5611384840428737,0.5659106205423078,0.22,1.77,-1.0,2,188.59086256820493,4.6,65,morning,0
GYM00037,0,34,0-2km,0,0,premium,weight_loss,1,1.0,1,1,1,1.0699892680002354,1.0519945422537709,2.5,2.98,-17.1,4,65.74274262265584,4.4,64,morning,0
GYM00038,1,32,0-2km,0,0,standard,health,1,1.0,21,0,0,3.3723138038385403,3.3157149345500736,5.23,6.36,3.5,1,14.25472125783996,3.8,46,morning,0
GYM00039,1,25,2-5km,1,1,premium,bodybuilding,12,12.0,12,1,1,1.7949385766908976,1.716777789644885,3.46,4.3,6.0,1,179.03883962297508,4.2,96,morning,0
GYM00040,1,35,0-2km,0,1,premium,rehabilitation,6,6.0,0,1,1,1.270751504397165,1.2065910354788194,1.75,2.88,-18.4,3,233.2395478031676,4.5,51,morning,0
GYM00041,0,33,0-2km,1,1,premium,rehabilitation,12,12.0,5,0,1,2.9452379650144063,3.008917866863644,5.03,7.15,16.6,13,5.135184497156928,4.3,67,afternoon_late,0
GYM00042,0,25,0-2km,1,1,basic,weight_loss,1,1.0,1,0,0,0.8789498475034133,0.0092440811667241,0.81,0.0,-75.0,16,161.60734904259368,1.6,51,afternoon_late,1
GYM00043,0,36,0-2km,0,0,premium,weight_loss,12,12.0,1,0,1,2.046309893657255,2.0797042598139592,4.45,3.27,-3.4,4,108.90944277802252,4.2,64,afternoon_early,0
GYM00044,0,30,5-8km,1,1,premium,health,1,1.0,4,1,0,3.863329318623784,3.8082617008204727,7.53,5.96,-10.4,1,261.7131880951677,4.5,63,afternoon_late,0
GYM00045,1,29,0-2km,1,0,premium,bodybuilding,12,9.0,4,0,1,3.0714307544217,3.112817956184608,4.57,6.34,9.8,2,332.4890410547644,5.0,83,afternoon_early,0
GYM00046,1,29,2-5km,1,0,standard,weight_loss,6,6.0,8,1,0,1.391037096478528,1.3544371854288566,3.71,2.08,-13.6,1,139.34952378010922,3.7,41,night,0
GYM00047,1,26,0-2km,0,0,basic,health,1,1.0,0,0,0,0.8540792567085165,0.0,0.43,0.0,-75.0,56,54.18423621080765,1.3,31,afternoon_early,1
GYM00048,1,33,2-5km,1,1,standard,weight_loss,6,6.0,3,0,1,3.373237583328313,3.3783911776787003,6.32,6.56,-10.4,2,115.0991177252774,4.1,72,morning,0
GYM00049,1,25,2-5km,0,1,premium,health,1,1.0,12,0,0,2.915044970361457,2.8685849547070923,7.17,8.4,-1.5,1,152.95423818790002,4.5,55,afternoon_early,0
GYM00050,0,27,0-2km,0,0,standard,weight_loss,6,6.0,12,1,0,2.288928344890015,2.2043292947378545,6.83,3.86,8.0,4,272.99718088898123,4.4,53,afternoon_late,0
GYM00051,1,33,8-10km,0,0,premium,weight_loss,1,1.0,6,0,0,1.8025185415587104,1.7216235470768095,4.01,4.55,-1.5,1,204.2615056608934,4.2,61,morning,0
GYM00052,1,29,8-10km,1,0,premium,weight_loss,1,1.0,0,0,1,1.6858228409402505,1.6617420771398794,4.92,2.72,6.7,1,373.066503119564,4.4,58,afternoon_late,0
GYM00053,1,30,5-8km,0,1,premium,rehabilitation,1,1.0,1,0,0,1.491547003063834,1.0592608497344491,2.75,0.0,-33.2,12,252.9156830285072,3.6,25,afternoon_early,1
GYM00054,0,24,5-8km,0,0,standard,health,6,4.0,6,0,0,3.0056564705977453,2.9871328008335536,6.0,7.23,0.2,10,1.754737156770652,3.5,51,afternoon_late,0
GYM00055,0,23,2-5km,0,0,premium,health,12,11.0,3,0,0,0.0294275662078662,0.2131890921930141,0.1,0.0,60.0,5,34.972072319098174,4.4,44,night,0
GYM00056,0,30,5-8km,1,1,basic,bodybuilding,1,1.0,4,0,0,1.8930153973176576,1.9009430377531884,4.52,3.24,-0.4,14,194.6691783286323,3.0,63,night,0
GYM00057,1,30,0-2km,0,0,premium,bodybuilding,6,6.0,2,0,1,1.6869872332841584,1.7088797675468983,3.17,3.66,-4.7,1,134.4978468662896,4.4,89,afternoon_late,0
GYM00058,0,27,0-2km,0,0,basic,weight_loss,6,6.0,0,1,0,0.9964930166420368,0.0,1.16,0.0,-75.0,10,236.9158278764984,2.1,37,afternoon_late,1
GYM00059,1,28,0-2km,1,1,premium,bodybuilding,6,6.0,2,1,1,0.6335916085168876,0.7550997925776941,1.13,0.55,17.3,7,115.77487796084124,4.6,83,night,0
GYM00060,1,34,0-2km,1,1,premium,health,1,1.0,10,0,1,0.0,0.0,0.1,0.41,-2.5,9,166.862754236209,4.5,49,afternoon_early,0
GYM00061,0,28,0-2km,1,0,standard,health,1,1.0,2,0,0,1.0266105076125682,0.9604870154524944,0.53,0.0,15.0,19,262.30956844586706,2.0,22,afternoon_late,1
GYM00062,0,32,0-2km,1,0,basic,weight_loss,6,5.0,6,0,0,0.8135614904122801,0.8746773672175823,2.03,1.1,21.7,3,55.77441782254436,3.7,66,morning,0
GYM00063,0,34,5-8km,1,1,premium,rehabilitation,6,6.0,2,0,1,0.0,0.0,0.1,0.0,11.3,5,72.64111198794714,4.8,42,morning,0
GYM00064,1,28,0-2km,0,0,basic,weight_loss,1,1.0,1,0,0,0.4250114097298257,0.6052465413331591,0.1,0.0,15.0,32,42.16080904270572,1.8,30,morning,1
GYM00065,0,30,0-2km,1,0,premium,rehabilitation,6,6.0,2,0,1,2.9173741573753875,2.968503817781418,7.34,6.08,13.1,3,95.37852877345216,4.7,76,afternoon_early,0
GYM00066,1,31,2-5km,1,1,basic,weight_loss,1,1.0,6,1,0,1.4245181139541172,1.0359563100429756,3.41,3.0,-20.0,1,163.9731019398782,3.1,42,afternoon_early,0
GYM00067,0,28,0-2km,0,0,basic,bodybuilding,1,1.0,1,0,0,1.704473441832295,0.8869797239670347,2.38,0.0,-49.5,60,35.110895275635045,1.4,49,afternoon_early,1
GYM00068,1,30,2-5km,0,0,premium,bodybuilding,1,1.0,3,0,1,2.8483272840904283,2.8631626362637617,6.4,7.82,2.4,2,414.5433842898426,4.6,99,morning,0
GYM00069,0,27,0-2km,0,0,standard,bodybuilding,1,1.0,1,0,0,1.0757009693441617,1.5809020013086426,1.12,0.29,15.0,14,152.06524646464462,1.9,53,afternoon_early,1
GYM00070,1,27,10km+,0,0,premium,bodybuilding,6,6.0,7,0,1,2.399736098485752,2.3397980647546905,5.22,4.45,-10.8,2,122.33561541666757,4.8,90,afternoon_early,0
GYM00071,1,27,2-5km,1,0,standard,bodybuilding,1,1.0,0,0,0,1.7193771214690177,1.340513652956493,3.88,0.0,-18.5,54,228.0719505992239,2.4,43,afternoon_late,1
GYM00072,0,26,0-2km,1,1,premium,bodybuilding,12,11.0,0,0,1,1.0616442534670267,1.0272294821392989,1.11,1.89,-15.8,2,174.97805438258493,4.3,101,afternoon_early,0
GYM00073,1,29,0-2km,1,1,standard,health,6,5.0,0,1,0,1.7258345652501248,0.8948147737986513,2.18,0.71,-46.5,14,134.56411185989518,2.2,29,afternoon_early,1
GYM00074,0,24,2-5km,0,0,basic,health,1,1.0,1,0,0,0.4650452286466966,0.0,0.1,0.0,-75.0,60,31.340568586282807,1.8,41,afternoon_early,1
GYM00075,1,24,2-5km,0,0,standard,health,1,1.0,2,0,0,1.7821071683054306,2.1269777129187504,3.45,3.95,15.0,17,215.40890983725217,2.1,39,afternoon_early,1
GYM00076,1,30,8-10km,0,0,basic,weight_loss,1,1.0,2,0,0,1.851313434533592,1.3633300281609189,1.75,1.56,-24.1,18,8.39841697871205,1.9,47,morning,1
GYM00077,1,30,8-10km,0,0,premium,health,1,1.0,2,1,1,0.8754402522144942,1.002298541581715,2.17,2.67,11.7,1,249.5130881367792,5.0,73,morning,0
GYM00078,1,32,0-2km,0,0,standard,bodybuilding,1,1.0,5,0,1,3.824978830624872,4.1000039575190055,8.64,7.49,-5.9,4,241.08037796680668,4.0,85,morning,0
GYM00079,0,30,0-2km,1,0,premium,bodybuilding,6,6.0,4,1,0,1.5220966434730856,1.6244360306453711,4.5,1.4,-2.8,2,68.78617060962523,4.3,78,morning,0
GYM00080,0,25,2-5km,0,0,standard,bodybuilding,1,1.0,12,0,1,3.4116349557496166,3.3417801704179326,7.17,5.16,1.6,8,277.7136524685851,4.1,82,morning,0
GYM00081,1,28,5-8km,1,0,standard,weight_loss,1,1.0,1,1,0,3.7154929789970073,3.907798981498432,8.35,6.28,0.7,1,132.144631872878,3.9,61,afternoon_late,0
GYM00082,1,26,2-5km,1,1,standard,weight_loss,6,6.0,7,1,0,0.6317305922219072,0.7020948185059079,0.76,2.29,15.6,2,73.17954865693335,3.3,42,afternoon_early,0
GYM00083,0,24,0-2km,0,1,basic,weight_loss,1,1.0,0,1,0,0.2689192695010907,0.1026489785077283,0.28,0.0,-61.7,11,83.65564541127117,1.4,39,afternoon_late,1
GYM00084,1,23,0-2km,0,0,standard,weight_loss,1,1.0,1,0,0,1.7405804733781518,1.1353422739039891,4.59,0.0,-37.1,20,27.72516717934969,2.0,39,afternoon_late,1
GYM00085,0,28,0-2km,1,1,standard,health,6,5.0,5,1,0,2.946074825900828,2.9358866076199304,5.11,4.69,2.4,1,287.83547410585294,4.0,38,afternoon_early,0
GYM00086,1,25,0-2km,1,1,basic,health,1,1.0,3,0,0,0.1187338755972613,0.0,0.1,0.0,-75.0,51,34.33285789841679,1.9,26,afternoon_early,1
GYM00087,1,30,2-5km,1,0,standard,rehabilitation,12,11.0,4,1,0,1.17374771802435,1.297812288876334,3.27,3.86,13.8,8,251.4285935907357,4.1,26,afternoon_early,0
GYM00088,0,28,2-5km,0,0,standard,health,6,6.0,4,0,0,2.2465993825465067,2.3200048335825336,3.22,5.15,-0.1,4,32.93942560366577,3.5,41,afternoon_early,0
GYM00089,0,26,5-8km,0,0,premium,weight_loss,1,1.0,0,0,0,2.370527312090504,2.6467698174213514,4.04,4.72,15.0,6,123.69663367051903,3.2,22,morning,1
GYM00090,1,27,5-8km,1,0,basic,health,1,1.0,5,0,0,0.47477651870494,0.5025592116201367,2.13,1.53,-3.2,2,22.33167910602752,3.0,39,afternoon_late,0
GYM00091,1,26,0-2km,1,0,premium,health,12,10.0,4,1,1,1.4940636354312635,1.3973639760045613,2.99,3.19,-9.3,11,28.737502094361183,4.2,63,afternoon_late,0
GYM00092,1,28,8-10km,0,0,standard,bodybuilding,1,1.0,6,1,0,2.191897557124226,2.1428509911826383,6.13,3.75,-4.8,1,168.77758597340758,4.0,59,afternoon_early,0
GYM00093,0,28,2-5km,1,0,premium,bodybuilding,1,1.0,3,1,0,3.774787369574622,3.7568045419689895,9.75,6.45,-11.3,3,340.3376306136844,4.4,73,night,0
GYM00094,0,31,2-5km,1,1,standard,rehabilitation,1,1.0,1,0,0,2.484539409878816,1.380961289930868,3.91,2.13,-35.7,10,6.075928811888389,2.4,27,afternoon_early,1
GYM00095,0,21,2-5km,0,0,standard,bodybuilding,6,5.0,0,0,0,2.1754577652294564,1.3714960723553764,3.41,0.6,-42.1,45,232.9395501524931,2.0,56,afternoon_late,1
GYM00096,1,25,0-2km,0,0,standard,rehabilitation,6,5.0,0,0,0,0.6698056577616651,0.363487178436626,0.38,0.0,-74.3,17,101.70260431483764,2.0,20,afternoon_late,1
GYM00097,1,30,2-5km,1,0,basic,weight_loss,6,6.0,3,1,0,2.9386727290689536,2.878774224056152,6.42,6.22,3.5,1,179.12385201927108,3.0,49,night,0
GYM00098,1,31,0-2km,1,1,basic,weight_loss,6,6.0,6,0,0,1.0401576639009331,0.9848822199189222,1.27,1.6,-10.4,4,23.30183743832832,2.9,53,afternoon_late,0
GYM00099,1,26,0-2km,0,0,basic,bodybuilding,1,1.0,0,0,0,1.3809212509032245,0.2700311708744477,3.19,0.0,-75.0,18,125.38696288946257,1.7,39,night,1
GYM00100,1,26,0-2km,0,0,basic,bodybuilding,1,1.0,3,0,0,1.7469905991082242,1.0234742455518258,2.98,1.8,-33.3,17,31.121602708977328,2.0,48,morning,1
GYM00101,1,25,0-2km,0,0,basic,health,1,1.0,1,1,0,2.403919209995124,1.7781083831303015,6.45,1.13,-30.4,6,51.29686857062286,2.3,53,morning,1
GYM00102,0,29,2-5km,0,0,basic,rehabilitation,1,1.0,0,0,0,1.0469816970769954,0.4700144165664834,0.1,0.0,-59.6,26,83.36584987362376,1.4,15,morning,1
GYM00103,0,33,0-2km,1,1,basic,bodybuilding,1,1.0,1,0,0,2.9117440133190686,2.944011414458372,6.79,5.1,20.8,2,16.749150128407233,2.8,58,afternoon_late,0
GYM00104,0,26,2-5km,1,0,basic,weight_loss,1,1.0,2,0,1,1.2115879578486268,0.9747216937180944,2.96,1.45,-45.4,14,146.34070104575625,1.7,39,afternoon_early,1
GYM00105,0,31,5-8km,0,0,standard,health,12,12.0,20,0,0,1.4514353286809352,1.4390183528850824,3.74,3.48,-11.1,6,29.41397013659436,3.8,37,afternoon_early,0
GYM00106,1,23,5-8km,0,0,standard,bodybuilding,1,1.0,1,0,0,1.9281692678050049,1.5317336965826966,1.36,0.98,-33.7,45,181.45971578175823,2.4,59,afternoon_early,1
GYM00107,1,28,0-2km,0,0,premium,weight_loss,1,1.0,2,0,1,1.0152798205075948,1.067772138388974,2.44,2.4,19.5,5,241.9959185318043,4.7,69,afternoon_late,0
GYM00108,0,34,2-5km,1,1,basic,bodybuilding,12,9.0,1,1,0,2.6427719703469594,2.492826314363076,6.82,5.26,-10.8,5,114.96079547186244,3.5,52,afternoon_late,0
GYM00109,0,30,5-8km,0,0,premium,health,1,1.0,7,1,1,2.344395260080297,2.4936257662312507,5.8,3.65,8.3,3,167.04449971423398,4.2,63,morning,0
GYM00110,0,29,0-2km,1,1,premium,health,12,12.0,6,1,1,2.275885466533244,2.531185530426696,4.91,6.14,7.4,1,59.803126535668106,3.9,53,afternoon_early,0
GYM00111,0,27,0-2km,0,0,premium,bodybuilding,12,11.0,4,1,1,5.410054460060277,5.3684153086386734,14.94,8.62,4.1,4,234.7699295124091,4.4,95,afternoon_early,0
GYM00112,1,25,0-2km,0,0,standard,bodybuilding,1,1.0,2,0,0,0.9557186352995468,0.3658752226727858,0.97,0.0,-61.9,13,251.4583500319224,2.0,55,afternoon_early,1
GYM00113,0,29,5-8km,1,1,basic,rehabilitation,6,6.0,1,1,0,3.272647095890072,3.4071510162640744,7.41,8.55,6.1,1,88.90794258372078,3.2,34,afternoon_late,0
GYM00114,1,29,2-5km,1,1,standard,health,12,12.0,9,0,0,2.745098447042129,2.733828018761546,6.34,5.16,9.9,4,205.4779368486628,3.9,33,afternoon_late,0
GYM00115,0,32,2-5km,1,1,premium,bodybuilding,12,12.0,2,0,0,0.9275427880054106,0.9283259966866128,1.84,3.4,3.6,4,258.6483831413877,4.2,67,afternoon_late,0
GYM00116,1,31,5-8km,1,0,standard,weight_loss,1,1.0,2,1,0,1.818105337256105,1.822569193691037,3.73,4.35,-5.6,2,191.38688101892745,4.0,63,morning,0
GYM00117,1,33,2-5km,1,1,premium,health,6,4.0,2,0,0,1.6917685839133416,1.5514089576137582,4.91,2.52,-5.8,5,131.59350534816556,4.3,39,morning,0
GYM00118,0,23,5-8km,0,0,basic,weight_loss,1,1.0,0,0,0,0.5569303101938249,0.7016431375555228,0.89,0.88,15.0,38,59.16390792720026,2.2,40,afternoon_late,1
GYM00119,1,32,10km+,0,0,basic,weight_loss,1,1.0,3,0,0,1.208335701472376,0.6964942377807813,1.04,0.0,-35.6,27,301.6247074768349,2.1,48,morning,1
GYM00120,0,30,2-5km,0,0,standard,bodybuilding,1,1.0,2,0,0,0.9923117660496328,0.6454407141065595,1.72,1.25,-33.1,18,114.79801858351584,2.7,39,morning,1
GYM00121,1,31,10km+,1,0,standard,weight_loss,1,1.0,1,0,0,0.9738344685858789,0.5502849081008999,1.66,0.0,-59.9,16,235.0992659938536,2.8,16,morning,1
GYM00122,0,25,5-8km,1,1,premium,bodybuilding,1,1.0,1,0,0,0.4582555774679724,0.4465616442972493,1.4,1.89,3.2,11,254.79803358463136,5.0,70,afternoon_early,0
GYM00123,1,32,0-2km,0,0,premium,weight_loss,12,10.0,2,1,1,2.3034199553453902,2.2840959269452235,5.14,4.52,6.1,1,231.3415397907338,4.7,79,afternoon_early,0
GYM00124,0,29,2-5km,0,0,premium,health,6,6.0,0,0,0,1.8729408918779231,2.0129160654935427,3.33,1.67,11.2,31,138.79924403742478,3.0,46,afternoon_late,1
GYM00125,1,28,5-8km,1,0,premium,weight_loss,1,1.0,1,1,1,1.11028845707887,1.1744855327659098,2.32,2.16,6.7,8,162.55456456434447,4.6,72,afternoon_early,0
GYM00126,1,34,0-2km,0,0,standard,weight_loss,1,1.0,10,0,0,2.171613310156107,2.057809662003997,3.05,4.07,17.4,4,7.540132676980518,3.7,55,afternoon_late,0
GYM00127,1,33,10km+,1,0,standard,weight_loss,1,1.0,2,0,0,1.1623865758546,1.1713054369691651,1.64,2.19,7.6,6,85.16550229006472,3.9,53,morning,0
GYM00128,0,25,10km+,0,0,standard,rehabilitation,1,1.0,0,0,0,1.4034844635468628,2.463702782900136,1.6,4.13,15.0,12,59.880380930851686,3.0,33,afternoon_early,1
GYM00129,1,29,0-2km,1,0,standard,health,6,5.0,0,0,0,0.0,0.0,0.1,0.0,0.8,60,291.7312753504424,1.8,15,afternoon_late,1
GYM00130,0,28,2-5km,0,0,basic,weight_loss,12,9.0,7,1,0,1.3528004355223553,1.316758784003043,2.32,1.9,-3.7,5,5.865051308080439,3.3,50,afternoon_early,0
GYM00131,1,28,0-2km,1,1,standard,health,12,12.0,4,0,0,0.9152334018950924,0.8502862985811935,1.21,0.61,-2.0,2,243.8207002866404,4.0,55,afternoon_late,0
GYM00132,1,32,0-2km,1,1,basic,health,1,1.0,0,0,0,1.7009807840654572,1.3408570516149736,2.27,0.13,-22.8,10,161.47406989868878,1.5,20,afternoon_late,1
GYM00133,0,34,0-2km,0,0,standard,rehabilitation,6,6.0,7,0,0,1.52040715790207,1.5413463311071198,3.25,2.21,1.0,3,184.6931236973552,3.9,40,morning,0
GYM00134,0,27,0-2km,0,0,premium,bodybuilding,6,6.0,4,1,1,2.515823611144828,2.504537284981847,5.1,6.11,3.3,6,227.86063342991784,4.8,88,afternoon_late,0
GYM00135,1,26,8-10km,0,0,basic,health,1,1.0,6,0,0,0.7706409023809214,0.4472650318654215,0.12,0.28,-48.1,53,73.70488062420708,1.5,44,morning,1
GYM00136,1,33,5-8km,0,0,basic,weight_loss,1,1.0,9,0,0,3.46336356743842,3.5978630478792324,6.26,6.75,5.6,6,262.71747286475966,3.7,50,morning,0
GYM00137,1,32,2-5km,0,0,standard,weight_loss,1,1.0,2,0,0,1.0249496800378504,0.90651711898179,0.1,1.22,-10.6,7,96.91721282537708,2.0,31,morning,1
GYM00138,0,28,2-5km,0,0,standard,rehabilitation,1,1.0,6,0,0,0.4852549953585394,0.398128545468232,0.95,0.0,-10.2,7,226.23141041910444,4.2,40,afternoon_late,0
GYM00139,0,29,0-2km,1,1,premium,bodybuilding,12,12.0,2,1,0,1.5870116110503345,1.5952250029862822,4.15,2.51,-4.4,3,10.804310442202306,4.0,83,afternoon_early,0
GYM00140,1,35,8-10km,1,1,premium,weight_loss,12,12.0,4,0,1,2.586389240078054,2.66129491918179,5.32,6.16,-13.1,4,161.989847247568,4.5,66,morning,0
GYM00141,0,25,8-10km,0,0,standard,weight_loss,1,1.0,3,0,0,2.0866801872970435,2.207409810641474,5.42,6.14,3.3,2,322.65654787308245,3.5,59,afternoon_early,0
GYM00142,1,30,0-2km,0,0,basic,health,6,6.0,3,0,0,2.0573506141918423,2.026214820457785,4.0,3.53,1.7,4,172.19943740262332,2.9,37,morning,0
GYM00143,1,29,5-8km,1,0,standard,health,12,12.0,1,0,0,3.5215020511386634,3.3681368682113098,9.47,6.95,3.4,3,89.65779449812035,4.1,48,afternoon_early,0
GYM00144,1,37,0-2km,1,0,premium,weight_loss,12,12.0,5,1,0,1.208614381367461,1.2140854655564786,4.98,3.14,-5.1,3,194.23515075203585,5.0,41,afternoon_early,0
GYM00145,1,36,0-2km,0,0,premium,rehabilitation,1,1.0,12,0,0,1.604291845573584,1.645825408314718,3.31,2.64,6.9,4,79.29361848882044,3.9,49,afternoon_late,0
GYM00146,0,22,0-2km,1,0,basic,weight_loss,1,1.0,3,0,0,1.8532676680184168,2.07571927954018,1.49,3.02,15.0,16,66.70614985018169,1.9,24,afternoon_late,1
GYM00147,1,32,2-5km,0,0,basic,weight_loss,1,1.0,0,1,0,2.015868105616156,0.8723748441188264,4.49,1.16,-47.7,7,154.3411191967422,1.7,36,afternoon_early,1
GYM00148,1,32,8-10km,0,0,premium,rehabilitation,6,6.0,2,1,0,0.0535194304314057,0.0333105298965583,0.25,0.0,-20.0,19,264.7647420446215,4.5,24,afternoon_late,0
